doc,section,job_statement,job_type,persona,job_map_stage,granularity,parent_job,prerequisites,related_jobs,desired_outcomes,evidence,notes,validation_status,validation_flags
security-combined.adoc,Authenticating the cert-manager Operator for Red Hat OpenShift,"When this security topic applies to my cluster, I want to follow documented guidance for authenticating the cert-manager operator for red hat openshift, so I can implement the control without gaps or rework.",related,Platform engineer,Configure,user_story,"When I need automated X.509 certificate issuance and renewal, I want to deploy and configure the cert-manager Operator, so I can reduce manual certificate operations.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Authenticating the cert-manager Operator for Red Hat OpenShift', lines 50646-50648 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: cert_manager_operator/cert-manager-authenticate.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Configuring an ACME issuer,"When default settings do not meet my security requirements, I want to configure an ACME issuer, so I can align the cluster with organizational policy.",related,Platform engineer,Configure,user_story,"When I need automated X.509 certificate issuance and renewal, I want to deploy and configure the cert-manager Operator, so I can reduce manual certificate operations.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Configuring an ACME issuer', lines 51584-51586 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: cert_manager_operator/cert-manager-operator-issuer-acme.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Configuring certificates with an issuer,"When default settings do not meet my security requirements, I want to configure certificates with an issuer, so I can align the cluster with organizational policy.",related,Platform engineer,Configure,user_story,"When I need automated X.509 certificate issuance and renewal, I want to deploy and configure the cert-manager Operator, so I can reduce manual certificate operations.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Configuring certificates with an issuer', lines 52862-52864 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: cert_manager_operator/cert-manager-creating-certificate.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Securing routes with the cert-manager Operator for Red Hat OpenShift,"When this security topic applies to my cluster, I want to follow documented guidance for securing routes with the cert-manager operator for red hat openshift, so I can implement the control without gaps or rework.",related,Platform engineer,Configure,user_story,"When I need automated X.509 certificate issuance and renewal, I want to deploy and configure the cert-manager Operator, so I can reduce manual certificate operations.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Securing routes with the cert-manager Operator for Red Hat OpenShift', lines 53536-53538 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: cert_manager_operator/cert-manager-securing-routes.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Integrating the cert-manager Operator with Istio-CSR,"When this security topic applies to my cluster, I want to follow documented guidance for integrating the cert-manager operator with istio-csr, so I can implement the control without gaps or rework.",related,Platform engineer,Configure,user_story,"When I need automated X.509 certificate issuance and renewal, I want to deploy and configure the cert-manager Operator, so I can reduce manual certificate operations.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Integrating the cert-manager Operator with Istio-CSR', lines 54121-54123 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: cert_manager_operator/cert-manager-operator-integrating-istio.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Network policy configuration for cert-manager Operator,"When this security topic applies to my cluster, I want to follow documented guidance for network policy configuration for cert-manager operator, so I can implement the control without gaps or rework.",related,Platform engineer,Configure,user_story,"When I need automated X.509 certificate issuance and renewal, I want to deploy and configure the cert-manager Operator, so I can reduce manual certificate operations.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Network policy configuration for cert-manager Operator', lines 54999-55001 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: cert_manager_operator/cert-manager-nw-policy.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Distributing certificates by using trust-manager operand,"When this security topic applies to my cluster, I want to follow documented guidance for distributing certificates by using trust-manager operand, so I can implement the control without gaps or rework.",related,Platform engineer,Configure,user_story,"When I need automated X.509 certificate issuance and renewal, I want to deploy and configure the cert-manager Operator, so I can reduce manual certificate operations.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Distributing certificates by using trust-manager operand', lines 55635-55637 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: cert_manager_operator/cert-manager-trust-manager.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Monitoring the cert-manager Operator for Red Hat OpenShift,"When I need visibility into cluster security events, I want to monitoring relevant logs or metrics, so I can detect issues and support audits.",related,Platform engineer,Configure,user_story,"When I need automated X.509 certificate issuance and renewal, I want to deploy and configure the cert-manager Operator, so I can reduce manual certificate operations.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Monitoring the cert-manager Operator for Red Hat OpenShift', lines 56590-56592 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: cert_manager_operator/cert-manager-monitoring.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Configuring log levels for cert-manager and the cert-manager Operator for Red Hat OpenShift,"When default settings do not meet my security requirements, I want to configure log levels for cert-manager and the cert-manager Operator for Red Hat OpenShift, so I can align the cluster with organizational policy.",related,Platform engineer,Configure,user_story,"When I need automated X.509 certificate issuance and renewal, I want to deploy and configure the cert-manager Operator, so I can reduce manual certificate operations.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Configuring log levels for cert-manager and the cert-manager Operator for Red Hat OpenShift', lines 57331-57333 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: cert_manager_operator/cert-manager-log-levels.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Uninstalling the cert-manager Operator for Red Hat OpenShift,"When I decommission a security capability, I want to uninstall the cert-manager Operator for Red Hat OpenShift, so I can remove unused components and reduce attack surface.",related,Platform engineer,Configure,user_story,"When I need automated X.509 certificate issuance and renewal, I want to deploy and configure the cert-manager Operator, so I can reduce manual certificate operations.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Uninstalling the cert-manager Operator for Red Hat OpenShift', lines 57858-57860 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: cert_manager_operator/cert-manager-operator-uninstall.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Zero Trust Workload Identity Manager overview,"When this security topic applies to my cluster, I want to follow documented guidance for zero trust workload identity manager overview, so I can implement the control without gaps or rework.",related,Security architect,Configure,user_story,"When I adopt zero-trust workload identity, I want to deploy SPIFFE/SPIRE and related federation, so I can authenticate workloads without long-lived secrets.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Zero Trust Workload Identity Manager overview', lines 58370-58372 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: zero_trust_workload_identity_manager/zero-trust-manager-overview.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Zero Trust Workload Identity Manager components,"When this security topic applies to my cluster, I want to follow documented guidance for zero trust workload identity manager components, so I can implement the control without gaps or rework.",related,Security architect,Configure,user_story,"When I adopt zero-trust workload identity, I want to deploy SPIFFE/SPIRE and related federation, so I can authenticate workloads without long-lived secrets.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Zero Trust Workload Identity Manager components', lines 58872-58874 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: zero_trust_workload_identity_manager/zero-trust-manager-components.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Zero Trust Workload Identity Manager release notes,"When I plan upgrades, I want to review release notes for this component, so I can assess impact and schedule compatible cluster changes.",related,Security architect,Configure,user_story,"When I adopt zero-trust workload identity, I want to deploy SPIFFE/SPIRE and related federation, so I can authenticate workloads without long-lived secrets.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Zero Trust Workload Identity Manager release notes', lines 59411-59413 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: zero_trust_workload_identity_manager/zero-trust-manager-release-notes.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Installing Zero Trust Workload Identity Manager,"When the capability is not yet available on my cluster, I want to install Zero Trust Workload Identity Manager, so I can enable the security feature in supported namespaces.",related,Security architect,Configure,user_story,"When I adopt zero-trust workload identity, I want to deploy SPIFFE/SPIRE and related federation, so I can authenticate workloads without long-lived secrets.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Installing Zero Trust Workload Identity Manager', lines 60143-60145 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: zero_trust_workload_identity_manager/zero-trust-manager-install.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Deploying Zero Trust Workload Identity Manager operands,"When this security topic applies to my cluster, I want to follow documented guidance for deploying zero trust workload identity manager operands, so I can implement the control without gaps or rework.",related,Security architect,Configure,user_story,"When I adopt zero-trust workload identity, I want to deploy SPIFFE/SPIRE and related federation, so I can authenticate workloads without long-lived secrets.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Deploying Zero Trust Workload Identity Manager operands', lines 60769-60771 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: zero_trust_workload_identity_manager/zero-trust-manager-configuration.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Configuring Zero Trust Workload Identity Manager OIDC Federation,"When default settings do not meet my security requirements, I want to configure Zero Trust Workload Identity Manager OIDC Federation, so I can align the cluster with organizational policy.",related,Security architect,Configure,user_story,"When I adopt zero-trust workload identity, I want to deploy SPIFFE/SPIRE and related federation, so I can authenticate workloads without long-lived secrets.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Configuring Zero Trust Workload Identity Manager OIDC Federation', lines 62314-62316 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: zero_trust_workload_identity_manager/zero-trust-manager-oidc-federation.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Configuring Zero Trust Workload Identity Manager SPIRE Federation,"When default settings do not meet my security requirements, I want to configure Zero Trust Workload Identity Manager SPIRE Federation, so I can align the cluster with organizational policy.",related,Security architect,Configure,user_story,"When I adopt zero-trust workload identity, I want to deploy SPIFFE/SPIRE and related federation, so I can authenticate workloads without long-lived secrets.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Configuring Zero Trust Workload Identity Manager SPIRE Federation', lines 63941-63943 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: zero_trust_workload_identity_manager/zero-trust-manager-spire-federation.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Enabling create-only mode for the Zero Trust Workload Identity Manager,"When this security topic applies to my cluster, I want to follow documented guidance for enabling create-only mode for the zero trust workload identity manager, so I can implement the control without gaps or rework.",related,Security architect,Configure,user_story,"When I adopt zero-trust workload identity, I want to deploy SPIFFE/SPIRE and related federation, so I can authenticate workloads without long-lived secrets.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Enabling create-only mode for the Zero Trust Workload Identity Manager', lines 65890-65892 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: zero_trust_workload_identity_manager/zero-trust-manager-reconciliation.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Monitoring Zero Trust Workload Identity Manager,"When I need visibility into cluster security events, I want to monitoring relevant logs or metrics, so I can detect issues and support audits.",related,Security architect,Configure,user_story,"When I adopt zero-trust workload identity, I want to deploy SPIFFE/SPIRE and related federation, so I can authenticate workloads without long-lived secrets.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Monitoring Zero Trust Workload Identity Manager', lines 66434-66436 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: zero_trust_workload_identity_manager/zero-trust-manager-monitoring.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Uninstalling the Zero Trust Workload Identity Manager,"When I decommission a security capability, I want to uninstall the Zero Trust Workload Identity Manager, so I can remove unused components and reduce attack surface.",related,Security architect,Configure,user_story,"When I adopt zero-trust workload identity, I want to deploy SPIFFE/SPIRE and related federation, so I can authenticate workloads without long-lived secrets.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Uninstalling the Zero Trust Workload Identity Manager', lines 67409-67411 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: zero_trust_workload_identity_manager/zero-trust-manager-uninstall.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,External Secrets Operator overview,"When this security topic applies to my cluster, I want to follow documented guidance for external secrets operator overview, so I can implement the control without gaps or rework.",related,Platform engineer,Configure,user_story,"When sensitive values live in external vaults, I want the External Secrets Operator to sync secrets into the cluster, so I can avoid duplicating secret storage.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'External Secrets Operator overview', lines 68027-68029 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: external_secrets_operator/index.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,External Secrets Operator release notes,"When I plan upgrades, I want to review release notes for this component, so I can assess impact and schedule compatible cluster changes.",related,Platform engineer,Configure,user_story,"When sensitive values live in external vaults, I want the External Secrets Operator to sync secrets into the cluster, so I can avoid duplicating secret storage.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'External Secrets Operator release notes', lines 68548-68948 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: external_secrets_operator/external-secrets-operator-release-notes.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Installing the External Secrets Operator,"When the capability is not yet available on my cluster, I want to install the External Secrets Operator, so I can enable the security feature in supported namespaces.",related,Platform engineer,Configure,user_story,"When sensitive values live in external vaults, I want the External Secrets Operator to sync secrets into the cluster, so I can avoid duplicating secret storage.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Installing the External Secrets Operator', lines 69078-69080 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: external_secrets_operator/external-secrets-operator-install.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Configuring Network Policy for the Operand,"When default settings do not meet my security requirements, I want to configure Network Policy for the Operand, so I can align the cluster with organizational policy.",related,Platform engineer,Configure,user_story,"When sensitive values live in external vaults, I want the External Secrets Operator to sync secrets into the cluster, so I can avoid duplicating secret storage.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Configuring Network Policy for the Operand', lines 69886-69888 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: external_secrets_operator/external-secrets-operator-config-net-policy.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Monitoring the External Secrets Operator for Red Hat OpenShift,"When I need visibility into cluster security events, I want to monitoring relevant logs or metrics, so I can detect issues and support audits.",related,Platform engineer,Configure,user_story,"When sensitive values live in external vaults, I want the External Secrets Operator to sync secrets into the cluster, so I can avoid duplicating secret storage.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Monitoring the External Secrets Operator for Red Hat OpenShift', lines 70955-70957 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: external_secrets_operator/external-secrets-monitoring.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Customizing the External Secrets Operator for Red Hat OpenShift,"When this security topic applies to my cluster, I want to follow documented guidance for customizing the external secrets operator for red hat openshift, so I can implement the control without gaps or rework.",related,Platform engineer,Configure,user_story,"When sensitive values live in external vaults, I want the External Secrets Operator to sync secrets into the cluster, so I can avoid duplicating secret storage.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Customizing the External Secrets Operator for Red Hat OpenShift', lines 71871-71873 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: external_secrets_operator/external-secrets-log-levels.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Uninstalling the External Secrets Operator,"When I decommission a security capability, I want to uninstall the External Secrets Operator, so I can remove unused components and reduce attack surface.",related,Platform engineer,Configure,user_story,"When sensitive values live in external vaults, I want the External Secrets Operator to sync secrets into the cluster, so I can avoid duplicating secret storage.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Uninstalling the External Secrets Operator', lines 72831-72833 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: external_secrets_operator/external-secrets-operator-uninstall.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,External Secrets Operator APIs,"When this security topic applies to my cluster, I want to follow documented guidance for external secrets operator apis, so I can implement the control without gaps or rework.",related,Platform engineer,Configure,user_story,"When sensitive values live in external vaults, I want the External Secrets Operator to sync secrets into the cluster, so I can avoid duplicating secret storage.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'External Secrets Operator APIs', lines 73392-73394 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: external_secrets_operator/external-secrets-operator-api.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Migrating from the community External Secret Operator to the External Secret Operator For Red Hat OpenShift,"When this security topic applies to my cluster, I want to follow documented guidance for migrating from the community external secret operator to the external secret operator for red hat openshift, so I can implement the control without gaps or rework.",related,Platform engineer,Configure,user_story,"When sensitive values live in external vaults, I want the External Secrets Operator to sync secrets into the cluster, so I can avoid duplicating secret storage.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Migrating from the community External Secret Operator to the External Secret Operator For Red Hat OpenShift', lines 74999-75001 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: external_secrets_operator/external-secrets-operator-migrate-downstream-upstream.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Viewing audit logs,"When I need visibility into cluster security events, I want to viewing relevant logs or metrics, so I can detect issues and support audits.",related,Security engineer,Observe,user_story,"When I need accountability for cluster changes, I want to configure audit policy and review audit logs, so I can support investigations and compliance evidence.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Viewing audit logs', lines 75841-75843 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: audit-log-view.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Configuring the audit log policy,"When default settings do not meet my security requirements, I want to configure the audit log policy, so I can align the cluster with organizational policy.",related,Security engineer,Observe,user_story,"When I need accountability for cluster changes, I want to configure audit policy and review audit logs, so I can support investigations and compliance evidence.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Configuring the audit log policy', lines 76603-76605 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: audit-log-policy-config.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Configuring TLS security profiles,"When default settings do not meet my security requirements, I want to configure TLS security profiles, so I can align the cluster with organizational policy.",related,Cluster administrator,Secure,user_story,"When I harden a production cluster, I want to configure TLS profiles, seccomp defaults, and API access constraints, so I can reduce attack surface.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Configuring TLS security profiles', lines 77302-77304 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: tls-security-profiles.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Configuring seccomp profiles,"When default settings do not meet my security requirements, I want to configure seccomp profiles, so I can align the cluster with organizational policy.",related,Cluster administrator,Secure,user_story,"When I harden a production cluster, I want to configure TLS profiles, seccomp defaults, and API access constraints, so I can reduce attack surface.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Configuring seccomp profiles', lines 78338-78340 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: seccomp-profiles.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Allowing JavaScript-based access to the API server from additional hosts,"When this security topic applies to my cluster, I want to follow documented guidance for allowing javascript-based access to the api server from additional hosts, so I can implement the control without gaps or rework.",related,Cluster administrator,Secure,user_story,"When I harden a production cluster, I want to configure TLS profiles, seccomp defaults, and API access constraints, so I can reduce attack surface.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Allowing JavaScript-based access to the API server from additional hosts', lines 79001-79003 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: allowing-javascript-access-api-server.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Scanning pods for vulnerabilities,"When I must assess workload risk, I want to run vulnerability scanning as documented, so I can identify images or pods that need remediation before production.",related,Cluster administrator,Confirm,user_story,"When I deploy container images, I want to scan pods for known vulnerabilities, so I can block or remediate risky workloads before production.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Scanning pods for vulnerabilities', lines 79473-79475 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: pod-vulnerability-scan.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,About disk encryption technology,"When this security topic applies to my cluster, I want to follow documented guidance for about disk encryption technology, so I can implement the control without gaps or rework.",related,Cluster administrator,Secure,user_story,"When I must protect data at rest on nodes, I want network-bound disk encryption with Tang servers, so I can meet encryption requirements without storing keys on nodes.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'About disk encryption technology', lines 80135-80138 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: network_bound_disk_encryption/nbde-about-disk-encryption-technology.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Tang server installation considerations,"When this security topic applies to my cluster, I want to follow documented guidance for tang server installation considerations, so I can implement the control without gaps or rework.",related,Cluster administrator,Secure,user_story,"When I must protect data at rest on nodes, I want network-bound disk encryption with Tang servers, so I can meet encryption requirements without storing keys on nodes.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Tang server installation considerations', lines 80780-80783 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: network_bound_disk_encryption/nbde-tang-server-installation-considerations.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Tang server encryption key management,"When this security topic applies to my cluster, I want to follow documented guidance for tang server encryption key management, so I can implement the control without gaps or rework.",related,Cluster administrator,Secure,user_story,"When I must protect data at rest on nodes, I want network-bound disk encryption with Tang servers, so I can meet encryption requirements without storing keys on nodes.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Tang server encryption key management', lines 81287-81290 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: network_bound_disk_encryption/nbde-managing-encryption-keys.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Disaster recovery considerations,"When this security topic applies to my cluster, I want to follow documented guidance for disaster recovery considerations, so I can implement the control without gaps or rework.",related,Cluster administrator,Secure,user_story,"When I must protect data at rest on nodes, I want network-bound disk encryption with Tang servers, so I can meet encryption requirements without storing keys on nodes.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Disaster recovery considerations', lines 82308-82311 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: network_bound_disk_encryption/nbde-disaster-recovery-considerations.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
