doc,section,job_statement,job_type,persona,job_map_stage,granularity,parent_job,prerequisites,related_jobs,desired_outcomes,evidence,notes
security-auth-combined.adoc,OpenShift File Integrity Operator 1.3.4,"When working with File Integrity Operator release notes, I want to openshift file integrity operator 1.3.4, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete openshift file integrity operator 1.3.4; Minimize the likelihood of errors during openshift file integrity operator 1.3.4,"security-auth-combined.adoc -> OpenShift File Integrity Operator 1.3.4, lines 31514-31526 [file_integrity_operator/file-integrity-operator-release-notes.adoc]",Assembly: security/file_integrity_operator/file-integrity-operator-release-notes.adoc. Topic: File Integrity Operator release notes
security-auth-combined.adoc,OpenShift File Integrity Operator 1.3.3,"When working with File Integrity Operator release notes, I want to openshift file integrity operator 1.3.3, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete openshift file integrity operator 1.3.3; Minimize the likelihood of errors during openshift file integrity operator 1.3.3,"security-auth-combined.adoc -> OpenShift File Integrity Operator 1.3.3, lines 31526-31585 [file_integrity_operator/file-integrity-operator-release-notes.adoc]",Assembly: security/file_integrity_operator/file-integrity-operator-release-notes.adoc. Topic: File Integrity Operator release notes
security-auth-combined.adoc,OpenShift File Integrity Operator 1.3.2,"When working with File Integrity Operator release notes, I want to openshift file integrity operator 1.3.2, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete openshift file integrity operator 1.3.2; Minimize the likelihood of errors during openshift file integrity operator 1.3.2,"security-auth-combined.adoc -> OpenShift File Integrity Operator 1.3.2, lines 31585-31594 [file_integrity_operator/file-integrity-operator-release-notes.adoc]",Assembly: security/file_integrity_operator/file-integrity-operator-release-notes.adoc. Topic: File Integrity Operator release notes
security-auth-combined.adoc,OpenShift File Integrity Operator 1.3.1,"When working with File Integrity Operator release notes, I want to openshift file integrity operator 1.3.1, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete openshift file integrity operator 1.3.1; Minimize the likelihood of errors during openshift file integrity operator 1.3.1,"security-auth-combined.adoc -> OpenShift File Integrity Operator 1.3.1, lines 31594-31622 [file_integrity_operator/file-integrity-operator-release-notes.adoc]",Assembly: security/file_integrity_operator/file-integrity-operator-release-notes.adoc. Topic: File Integrity Operator release notes
security-auth-combined.adoc,OpenShift File Integrity Operator 1.2.1,"When working with File Integrity Operator release notes, I want to openshift file integrity operator 1.2.1, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete openshift file integrity operator 1.2.1; Minimize the likelihood of errors during openshift file integrity operator 1.2.1,"security-auth-combined.adoc -> OpenShift File Integrity Operator 1.2.1, lines 31622-31631 [file_integrity_operator/file-integrity-operator-release-notes.adoc]",Assembly: security/file_integrity_operator/file-integrity-operator-release-notes.adoc. Topic: File Integrity Operator release notes
security-auth-combined.adoc,OpenShift File Integrity Operator 1.2.0,"When working with File Integrity Operator release notes, I want to openshift file integrity operator 1.2.0, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete openshift file integrity operator 1.2.0; Minimize the likelihood of errors during openshift file integrity operator 1.2.0,"security-auth-combined.adoc -> OpenShift File Integrity Operator 1.2.0, lines 31631-31645 [file_integrity_operator/file-integrity-operator-release-notes.adoc]",Assembly: security/file_integrity_operator/file-integrity-operator-release-notes.adoc. Topic: File Integrity Operator release notes
security-auth-combined.adoc,OpenShift File Integrity Operator 1.0.0,"When working with File Integrity Operator release notes, I want to openshift file integrity operator 1.0.0, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete openshift file integrity operator 1.0.0; Minimize the likelihood of errors during openshift file integrity operator 1.0.0,"security-auth-combined.adoc -> OpenShift File Integrity Operator 1.0.0, lines 31645-31652 [file_integrity_operator/file-integrity-operator-release-notes.adoc]",Assembly: security/file_integrity_operator/file-integrity-operator-release-notes.adoc. Topic: File Integrity Operator release notes
security-auth-combined.adoc,OpenShift File Integrity Operator 0.1.32,"When working with File Integrity Operator release notes, I want to openshift file integrity operator 0.1.32, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete openshift file integrity operator 0.1.32; Minimize the likelihood of errors during openshift file integrity operator 0.1.32,"security-auth-combined.adoc -> OpenShift File Integrity Operator 0.1.32, lines 31652-31666 [file_integrity_operator/file-integrity-operator-release-notes.adoc]",Assembly: security/file_integrity_operator/file-integrity-operator-release-notes.adoc. Topic: File Integrity Operator release notes
security-auth-combined.adoc,OpenShift File Integrity Operator 0.1.30,"When working with File Integrity Operator release notes, I want to openshift file integrity operator 0.1.30, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete openshift file integrity operator 0.1.30; Minimize the likelihood of errors during openshift file integrity operator 0.1.30,"security-auth-combined.adoc -> OpenShift File Integrity Operator 0.1.30, lines 31666-31686 [file_integrity_operator/file-integrity-operator-release-notes.adoc]",Assembly: security/file_integrity_operator/file-integrity-operator-release-notes.adoc. Topic: File Integrity Operator release notes
security-auth-combined.adoc,OpenShift File Integrity Operator 0.1.24,"When working with File Integrity Operator release notes, I want to openshift file integrity operator 0.1.24, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete openshift file integrity operator 0.1.24; Minimize the likelihood of errors during openshift file integrity operator 0.1.24,"security-auth-combined.adoc -> OpenShift File Integrity Operator 0.1.24, lines 31686-31705 [file_integrity_operator/file-integrity-operator-release-notes.adoc]",Assembly: security/file_integrity_operator/file-integrity-operator-release-notes.adoc. Topic: File Integrity Operator release notes
security-auth-combined.adoc,OpenShift File Integrity Operator 0.1.22,"When working with File Integrity Operator release notes, I want to openshift file integrity operator 0.1.22, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete openshift file integrity operator 0.1.22; Minimize the likelihood of errors during openshift file integrity operator 0.1.22,"security-auth-combined.adoc -> OpenShift File Integrity Operator 0.1.22, lines 31705-31717 [file_integrity_operator/file-integrity-operator-release-notes.adoc]",Assembly: security/file_integrity_operator/file-integrity-operator-release-notes.adoc. Topic: File Integrity Operator release notes
security-auth-combined.adoc,OpenShift File Integrity Operator 0.1.21,"When working with File Integrity Operator release notes, I want to openshift file integrity operator 0.1.21, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete openshift file integrity operator 0.1.21; Minimize the likelihood of errors during openshift file integrity operator 0.1.21,"security-auth-combined.adoc -> OpenShift File Integrity Operator 0.1.21, lines 31717-31745 [file_integrity_operator/file-integrity-operator-release-notes.adoc]",Assembly: security/file_integrity_operator/file-integrity-operator-release-notes.adoc. Topic: File Integrity Operator release notes
security-auth-combined.adoc,File Integrity Operator lifecycle,"When working with File Integrity Operator support, I want to file integrity operator lifecycle, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete file integrity operator lifecycle; Minimize the likelihood of errors during file integrity operator lifecycle,"security-auth-combined.adoc -> File Integrity Operator lifecycle, lines 32156-32186 [file_integrity_operator/fio-support.adoc]",Assembly: security/file_integrity_operator/fio-support.adoc. Topic: File Integrity Operator support
security-auth-combined.adoc,Updating the File Integrity Operator,"When working with Updating the File Integrity Operator, I want to updating the file integrity operator, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete updating the file integrity operator; Minimize the likelihood of errors during updating the file integrity operator,"security-auth-combined.adoc -> Updating the File Integrity Operator, assembly file_integrity_operator/file-integrity-operator-updating.adoc",Book: security. Assembly: file_integrity_operator/file-integrity-operator-updating.adoc
security-auth-combined.adoc,Understanding the File Integrity Operator,"When working with Understanding the File Integrity Operator, I want to understanding the file integrity operator, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete understanding the file integrity operator; Minimize the likelihood of errors during understanding the file integrity operator,"security-auth-combined.adoc -> Understanding the File Integrity Operator, assembly file_integrity_operator/file-integrity-operator-understanding.adoc",Book: security. Assembly: file_integrity_operator/file-integrity-operator-understanding.adoc
security-auth-combined.adoc,Configuring the File Integrity Operator,"When working with Configuring the File Integrity Operator, I want to configuring the file integrity operator, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete configuring the file integrity operator; Minimize the likelihood of errors during configuring the file integrity operator,"security-auth-combined.adoc -> Configuring the File Integrity Operator, assembly file_integrity_operator/file-integrity-operator-configuring.adoc",Book: security. Assembly: file_integrity_operator/file-integrity-operator-configuring.adoc
security-auth-combined.adoc,Performing advanced File Integrity Operator tasks,"When working with Performing advanced File Integrity Operator tasks, I want to performing advanced file integrity operator tasks, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete performing advanced file integrity operator tasks; Minimize the likelihood of errors during performing advanced file integrity operator tasks,"security-auth-combined.adoc -> Performing advanced File Integrity Operator tasks, assembly file_integrity_operator/file-integrity-operator-advanced-usage.adoc",Book: security. Assembly: file_integrity_operator/file-integrity-operator-advanced-usage.adoc
security-auth-combined.adoc,General troubleshooting,"When working with Troubleshooting the File Integrity Operator, I want to general troubleshooting, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete general troubleshooting; Minimize the likelihood of errors during general troubleshooting,"security-auth-combined.adoc -> General troubleshooting, lines 35779-35789 [file_integrity_operator/file-integrity-operator-troubleshooting.adoc]",Assembly: security/file_integrity_operator/file-integrity-operator-troubleshooting.adoc. Topic: Troubleshooting the File Integrity Operator
security-auth-combined.adoc,Checking the AIDE configuration,"When working with Troubleshooting the File Integrity Operator, I want to checking the aide configuration, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete checking the aide configuration; Minimize the likelihood of errors during checking the aide configuration,"security-auth-combined.adoc -> Checking the AIDE configuration, lines 35789-35799 [file_integrity_operator/file-integrity-operator-troubleshooting.adoc]",Assembly: security/file_integrity_operator/file-integrity-operator-troubleshooting.adoc. Topic: Troubleshooting the File Integrity Operator
security-auth-combined.adoc,Determining the FileIntegrity object's phase,"When working with Troubleshooting the File Integrity Operator, I want to determining the fileintegrity object's phase, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete determining the fileintegrity object's phase; Minimize the likelihood of errors during determining the fileintegrity object's phase,"security-auth-combined.adoc -> Determining the FileIntegrity object's phase, lines 35799-35816 [file_integrity_operator/file-integrity-operator-troubleshooting.adoc]",Assembly: security/file_integrity_operator/file-integrity-operator-troubleshooting.adoc. Topic: Troubleshooting the File Integrity Operator
security-auth-combined.adoc,Determining that the daemon set's pods are running on the expected nodes,"When working with Troubleshooting the File Integrity Operator, I want to determining that the daemon set's pods are running on the expected nodes, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete determining that the daemon set's pods are running on the expected nodes; Minimize the likelihood of errors during determining that the daemon set's pods are running on the expected nodes,"security-auth-combined.adoc -> Determining that the daemon set's pods are running on the expected nodes, lines 35816-35838 [file_integrity_operator/file-integrity-operator-troubleshooting.adoc]",Assembly: security/file_integrity_operator/file-integrity-operator-troubleshooting.adoc. Topic: Troubleshooting the File Integrity Operator
security-auth-combined.adoc,Uninstalling the File Integrity Operator,"When working with Uninstalling the File Integrity Operator, I want to uninstalling the file integrity operator, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete uninstalling the file integrity operator; Minimize the likelihood of errors during uninstalling the file integrity operator,"security-auth-combined.adoc -> Uninstalling the File Integrity Operator, assembly file_integrity_operator/fio-uninstalling.adoc",Book: security. Assembly: file_integrity_operator/fio-uninstalling.adoc
security-auth-combined.adoc,Security Profiles Operator overview,"When working with Security Profiles Operator overview, I want to security profiles operator overview, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete security profiles operator overview; Minimize the likelihood of errors during security profiles operator overview,"security-auth-combined.adoc -> Security Profiles Operator overview, assembly security_profiles_operator/spo-overview.adoc",Book: security. Assembly: security_profiles_operator/spo-overview.adoc
security-auth-combined.adoc,Security Profiles Operator 0.10.0,"When working with Security Profiles Operator release notes, I want to security profiles operator 0.10.0, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete security profiles operator 0.10.0; Minimize the likelihood of errors during security profiles operator 0.10.0,"security-auth-combined.adoc -> Security Profiles Operator 0.10.0, lines 37123-37145 [security_profiles_operator/spo-release-notes.adoc]",Assembly: security/security_profiles_operator/spo-release-notes.adoc. Topic: Security Profiles Operator release notes
security-auth-combined.adoc,Security Profiles Operator 0.9.0,"When working with Security Profiles Operator release notes, I want to security profiles operator 0.9.0, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete security profiles operator 0.9.0; Minimize the likelihood of errors during security profiles operator 0.9.0,"security-auth-combined.adoc -> Security Profiles Operator 0.9.0, lines 37145-37160 [security_profiles_operator/spo-release-notes.adoc]",Assembly: security/security_profiles_operator/spo-release-notes.adoc. Topic: Security Profiles Operator release notes
security-auth-combined.adoc,Security Profiles Operator 0.8.6,"When working with Security Profiles Operator release notes, I want to security profiles operator 0.8.6, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete security profiles operator 0.8.6; Minimize the likelihood of errors during security profiles operator 0.8.6,"security-auth-combined.adoc -> Security Profiles Operator 0.8.6, lines 37160-37169 [security_profiles_operator/spo-release-notes.adoc]",Assembly: security/security_profiles_operator/spo-release-notes.adoc. Topic: Security Profiles Operator release notes
security-auth-combined.adoc,Security Profiles Operator 0.8.5,"When working with Security Profiles Operator release notes, I want to security profiles operator 0.8.5, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete security profiles operator 0.8.5; Minimize the likelihood of errors during security profiles operator 0.8.5,"security-auth-combined.adoc -> Security Profiles Operator 0.8.5, lines 37169-37183 [security_profiles_operator/spo-release-notes.adoc]",Assembly: security/security_profiles_operator/spo-release-notes.adoc. Topic: Security Profiles Operator release notes
security-auth-combined.adoc,Security Profiles Operator 0.8.4,"When working with Security Profiles Operator release notes, I want to security profiles operator 0.8.4, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete security profiles operator 0.8.4; Minimize the likelihood of errors during security profiles operator 0.8.4,"security-auth-combined.adoc -> Security Profiles Operator 0.8.4, lines 37183-37197 [security_profiles_operator/spo-release-notes.adoc]",Assembly: security/security_profiles_operator/spo-release-notes.adoc. Topic: Security Profiles Operator release notes
security-auth-combined.adoc,Security Profiles Operator 0.8.2,"When working with Security Profiles Operator release notes, I want to security profiles operator 0.8.2, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete security profiles operator 0.8.2; Minimize the likelihood of errors during security profiles operator 0.8.2,"security-auth-combined.adoc -> Security Profiles Operator 0.8.2, lines 37197-37221 [security_profiles_operator/spo-release-notes.adoc]",Assembly: security/security_profiles_operator/spo-release-notes.adoc. Topic: Security Profiles Operator release notes
security-auth-combined.adoc,Security Profiles Operator 0.8.0,"When working with Security Profiles Operator release notes, I want to security profiles operator 0.8.0, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete security profiles operator 0.8.0; Minimize the likelihood of errors during security profiles operator 0.8.0,"security-auth-combined.adoc -> Security Profiles Operator 0.8.0, lines 37221-37233 [security_profiles_operator/spo-release-notes.adoc]",Assembly: security/security_profiles_operator/spo-release-notes.adoc. Topic: Security Profiles Operator release notes
security-auth-combined.adoc,Security Profiles Operator 0.7.1,"When working with Security Profiles Operator release notes, I want to security profiles operator 0.7.1, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete security profiles operator 0.7.1; Minimize the likelihood of errors during security profiles operator 0.7.1,"security-auth-combined.adoc -> Security Profiles Operator 0.7.1, lines 37233-37277 [security_profiles_operator/spo-release-notes.adoc]",Assembly: security/security_profiles_operator/spo-release-notes.adoc. Topic: Security Profiles Operator release notes
security-auth-combined.adoc,Security Profiles Operator 0.5.2,"When working with Security Profiles Operator release notes, I want to security profiles operator 0.5.2, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete security profiles operator 0.5.2; Minimize the likelihood of errors during security profiles operator 0.5.2,"security-auth-combined.adoc -> Security Profiles Operator 0.5.2, lines 37277-37292 [security_profiles_operator/spo-release-notes.adoc]",Assembly: security/security_profiles_operator/spo-release-notes.adoc. Topic: Security Profiles Operator release notes
security-auth-combined.adoc,Security Profiles Operator 0.5.0,"When working with Security Profiles Operator release notes, I want to security profiles operator 0.5.0, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete security profiles operator 0.5.0; Minimize the likelihood of errors during security profiles operator 0.5.0,"security-auth-combined.adoc -> Security Profiles Operator 0.5.0, lines 37292-37303 [security_profiles_operator/spo-release-notes.adoc]",Assembly: security/security_profiles_operator/spo-release-notes.adoc. Topic: Security Profiles Operator release notes
security-auth-combined.adoc,Security Profiles Operator lifecycle,"When working with Security Profiles Operator support, I want to security profiles operator lifecycle, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete security profiles operator lifecycle; Minimize the likelihood of errors during security profiles operator lifecycle,"security-auth-combined.adoc -> Security Profiles Operator lifecycle, lines 37712-37742 [security_profiles_operator/spo-support.adoc]",Assembly: security/security_profiles_operator/spo-support.adoc. Topic: Security Profiles Operator support
security-auth-combined.adoc,Understanding the Security Profiles Operator,"When working with Understanding the Security Profiles Operator, I want to understanding the security profiles operator, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete understanding the security profiles operator; Minimize the likelihood of errors during understanding the security profiles operator,"security-auth-combined.adoc -> Understanding the Security Profiles Operator, assembly security_profiles_operator/spo-understanding.adoc",Book: security. Assembly: security_profiles_operator/spo-understanding.adoc
security-auth-combined.adoc,Enabling the Security Profiles Operator,"When working with Enabling the Security Profiles Operator, I want to enabling the security profiles operator, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete enabling the security profiles operator; Minimize the likelihood of errors during enabling the security profiles operator,"security-auth-combined.adoc -> Enabling the Security Profiles Operator, assembly security_profiles_operator/spo-enabling.adoc",Book: security. Assembly: security_profiles_operator/spo-enabling.adoc
security-auth-combined.adoc,Advanced Security Profiles Operator tasks,"When working with Advanced Security Profiles Operator tasks, I want to advanced security profiles operator tasks, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete advanced security profiles operator tasks; Minimize the likelihood of errors during advanced security profiles operator tasks,"security-auth-combined.adoc -> Advanced Security Profiles Operator tasks, assembly security_profiles_operator/spo-advanced.adoc",Book: security. Assembly: security_profiles_operator/spo-advanced.adoc
security-auth-combined.adoc,Benefits of Advanced Audit Logging Framework,"When working with Advanced Audit Logging Framework, I want to benefits of advanced audit logging framework, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete benefits of advanced audit logging framework; Minimize the likelihood of errors during benefits of advanced audit logging framework,"security-auth-combined.adoc -> Benefits of Advanced Audit Logging Framework, lines 42225-42244 [security_profiles_operator/spo-logging.adoc]",Assembly: security/security_profiles_operator/spo-logging.adoc. Topic: Advanced Audit Logging Framework
security-auth-combined.adoc,Performance considerations,"When working with Advanced Audit Logging Framework, I want to performance considerations, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete performance considerations; Minimize the likelihood of errors during performance considerations,"security-auth-combined.adoc -> Performance considerations, lines 42244-42251 [security_profiles_operator/spo-logging.adoc]",Assembly: security/security_profiles_operator/spo-logging.adoc. Topic: Advanced Audit Logging Framework
security-auth-combined.adoc,Prerequisites for use of the Advanced Audit Logging Framework,"When working with Advanced Audit Logging Framework, I want to prerequisites for use of the advanced audit logging framework, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete prerequisites for use of the advanced audit logging framework; Minimize the likelihood of errors during prerequisites for use of the advanced audit logging framework,"security-auth-combined.adoc -> Prerequisites for use of the Advanced Audit Logging Framework, lines 42251-42288 [security_profiles_operator/spo-logging.adoc]",Assembly: security/security_profiles_operator/spo-logging.adoc. Topic: Advanced Audit Logging Framework
security-auth-combined.adoc,The Debug Pod,"When working with Advanced Audit Logging Framework, I want to the debug pod, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete the debug pod; Minimize the likelihood of errors during the debug pod,"security-auth-combined.adoc -> The Debug Pod, lines 43204-43232 [security_profiles_operator/spo-logging.adoc]",Assembly: security/security_profiles_operator/spo-logging.adoc. Topic: Advanced Audit Logging Framework
security-auth-combined.adoc,Troubleshooting the Security Profiles Operator,"When working with Troubleshooting the Security Profiles Operator, I want to troubleshooting the security profiles operator, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete troubleshooting the security profiles operator; Minimize the likelihood of errors during troubleshooting the security profiles operator,"security-auth-combined.adoc -> Troubleshooting the Security Profiles Operator, assembly security_profiles_operator/spo-troubleshooting.adoc",Book: security. Assembly: security_profiles_operator/spo-troubleshooting.adoc
security-auth-combined.adoc,Uninstalling the Security Profiles Operator,"When working with Uninstalling the Security Profiles Operator, I want to uninstalling the security profiles operator, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete uninstalling the security profiles operator; Minimize the likelihood of errors during uninstalling the security profiles operator,"security-auth-combined.adoc -> Uninstalling the Security Profiles Operator, assembly security_profiles_operator/spo-uninstalling.adoc",Book: security. Assembly: security_profiles_operator/spo-uninstalling.adoc
security-auth-combined.adoc,NBDE Tang Server Operator overview,"When working with NBDE Tang Server Operator overview, I want to nbde tang server operator overview, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Encrypt sensitive data at rest,,,Minimize the time required to complete nbde tang server operator overview; Minimize the likelihood of errors during nbde tang server operator overview,"security-auth-combined.adoc -> NBDE Tang Server Operator overview, assembly nbde_tang_server_operator/nbde-tang-server-operator-overview.adoc",Book: security. Assembly: nbde_tang_server_operator/nbde-tang-server-operator-overview.adoc
security-auth-combined.adoc,NBDE Tang Server Operator release notes,"When working with NBDE Tang Server Operator release notes, I want to nbde tang server operator release notes, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Encrypt sensitive data at rest,,,Minimize the time required to complete nbde tang server operator release notes; Minimize the likelihood of errors during nbde tang server operator release notes,"security-auth-combined.adoc -> NBDE Tang Server Operator release notes, assembly nbde_tang_server_operator/nbde-tang-server-operator-release-notes.adoc",Book: security. Assembly: nbde_tang_server_operator/nbde-tang-server-operator-release-notes.adoc
security-auth-combined.adoc,Installing the NBDE Tang Server Operator,"When working with Installing the NBDE Tang Server Operator, I want to installing the nbde tang server operator, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Encrypt sensitive data at rest,,,Minimize the time required to complete installing the nbde tang server operator; Minimize the likelihood of errors during installing the nbde tang server operator,"security-auth-combined.adoc -> Installing the NBDE Tang Server Operator, assembly nbde_tang_server_operator/nbde-tang-server-operator-installing.adoc",Book: security. Assembly: nbde_tang_server_operator/nbde-tang-server-operator-installing.adoc
security-auth-combined.adoc,Configuring and managing Tang servers using the NBDE Tang Server Operator,"When working with Configuring and managing Tang servers using the NBDE Tang Server Operator, I want to configuring and managing tang servers using the nbde tang server operator, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Encrypt sensitive data at rest,,,Minimize the time required to complete configuring and managing tang servers using the nbde tang server operator; Minimize the likelihood of errors during configuring and managing tang servers using the nbde tang server operator,"security-auth-combined.adoc -> Configuring and managing Tang servers using the NBDE Tang Server Operator, assembly nbde_tang_server_operator/nbde-tang-server-operator-configuring-managing.adoc",Book: security. Assembly: nbde_tang_server_operator/nbde-tang-server-operator-configuring-managing.adoc
security-auth-combined.adoc,{external-secrets-operator} use cases,"When working with Understanding secrets management, I want to {external-secrets-operator} use cases, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Manage secrets and cloud provider credentials,,,Minimize the time required to complete {external-secrets-operator} use cases; Minimize the likelihood of errors during {external-secrets-operator} use cases,"security-auth-combined.adoc -> {external-secrets-operator} use cases, lines 47623-47646 [understanding-secrets-management.adoc]",Assembly: security/understanding-secrets-management.adoc. Topic: Understanding secrets management
security-auth-combined.adoc,{cert-manager-operator} 1.19.0,"When working with cert-manager Operator for Red Hat OpenShift release notes, I want to {cert-manager-operator} 1.19.0, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Manage certificates and TLS for cluster services,,,Minimize the time required to complete {cert-manager-operator} 1.19.0; Minimize the likelihood of errors during {cert-manager-operator} 1.19.0,"security-auth-combined.adoc -> {cert-manager-operator} 1.19.0, lines 48596-48624 [cert_manager_operator/cert-manager-operator-release-notes.adoc]",Assembly: security/cert_manager_operator/cert-manager-operator-release-notes.adoc. Topic: cert-manager Operator for Red Hat OpenShift release notes
security-auth-combined.adoc,Installing the {cert-manager-operator},"When working with Installing the cert-manager Operator for Red Hat OpenShift, I want to installing the {cert-manager-operator}, so I can meet security and access requirements for the cluster.",related,Developer,Secure,procedure,Manage certificates and TLS for cluster services,,,Minimize the time required to complete installing the {cert-manager-operator}; Minimize the likelihood of errors during installing the {cert-manager-operator},"security-auth-combined.adoc -> Installing the {cert-manager-operator}, lines 49044-49054 [cert_manager_operator/cert-manager-operator-install.adoc]",Assembly: security/cert_manager_operator/cert-manager-operator-install.adoc. Topic: Installing the cert-manager Operator for Red Hat OpenShift
security-auth-combined.adoc,stable-v1 channel,"When working with Installing the cert-manager Operator for Red Hat OpenShift, I want to stable-v1 channel, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Manage certificates and TLS for cluster services,,,Minimize the time required to complete stable-v1 channel; Minimize the likelihood of errors during stable-v1 channel,"security-auth-combined.adoc -> stable-v1 channel, lines 49303-49318 [cert_manager_operator/cert-manager-operator-install.adoc]",Assembly: security/cert_manager_operator/cert-manager-operator-install.adoc. Topic: Installing the cert-manager Operator for Red Hat OpenShift
